employee_number,age,tenure,turnover,hourly_rate,hours_weekly,compensation_type,job_role_area,gender,marital_status,num_companies_previously_worked,annual_professonal_dev_hrs,pay_check_method,text_message_optin,annual_salary,driving_commuter_distance,commute_distance_category
9288,46,5,No,55.37,40,Salary,Information Technology,Female,Married,7,15.0,Mailed Check,Yes,115169.6,73.0,"(0.051, 95.9]"
9289,57,8,Yes,71.58,40,Salary,Manufacturing,Female,Married,5,12.0,Mailed Check,Yes,148886.4,79.0,"(0.051, 95.9]"
9290,56,11,Yes,88.43,40,Salary,Laboratory,Female,Single,7,15.0,Direct Deposit,Yes,283934.4,28.0,"(0.051, 95.9]"
9291,52,20,No,60.22,40,Salary,Research,Male,Married,4,10.0,Mailed Check,Yes,125257.6,91.0,"(0.051, 95.9]"
9292,52,19,Yes,64.57,40,Salary,Information Technology,Male,Married,5,12.0,Mailed Check,Yes,134305.6,54.0,"(0.051, 95.9]"
9293,50,19,Yes,76.33,40,Salary,Laboratory,Female,Married,4,16.0,Mailed Check,Yes,158766.4,45.0,"(0.051, 95.9]"
9294,49,7,Yes,94.25,40,Salary,Research,Female,Married,2,8.0,Mailed Check,Yes,336040.0,42.0,"(0.051, 95.9]"
9295,24,1,No,21.79,40,Salary,Information Technology,Female,Married,3,16.0,Mailed Check,Yes,45323.2,94.0,"(0.051, 95.9]"
9296,60,11,Yes,80.51,40,Salary,Laboratory,Male,Divorced,1,14.0,Mailed Check,Yes,167460.8,87.0,"(0.051, 95.9]"
9297,61,18,No,95.75,40,Salary,Marketing,Male,Single,6,13.0,Mailed Check,Yes,339160.0,89.0,"(0.051, 95.9]"
9298,61,13,No,51.2,40,Salary,Sales,Female,Divorced,1,5.0,Mailed Check,Yes,106496.0,32.0,"(0.051, 95.9]"
9299,47,19,No,53.93,40,Salary,Human Resources,Male,Divorced,8,9.0,Direct Deposit,Yes,112174.4,20.0,"(0.051, 95.9]"
9300,53,17,Yes,93.59,40,Salary,Research,Female,Married,9,10.0,Mailed Check,Yes,334667.2,71.0,"(0.051, 95.9]"
9301,35,6,Yes,26.62,40,Salary,Laboratory,Male,Married,2,15.0,Mailed Check,Yes,55369.6,29.0,"(0.051, 95.9]"
9302,35,2,Yes,25.46,40,Salary,Marketing,Female,Divorced,6,8.0,Mailed Check,Yes,52956.8,51.0,"(0.051, 95.9]"
9303,48,17,Yes,41.52,40,Salary,Healthcare,Female,Single,9,16.0,Mailed Check,Yes,86361.6,31.0,"(0.051, 95.9]"
9304,61,15,Yes,95.14,40,Salary,Sales,Female,Divorced,5,17.0,Direct Deposit,Yes,337891.2,72.0,"(0.051, 95.9]"
9305,40,7,No,29.58,40,Salary,Healthcare,Male,Divorced,1,15.0,Mailed Check,Yes,61526.4,42.0,"(0.051, 95.9]"
9306,58,15,Yes,42.14,40,Salary,Sales,Male,Divorced,4,20.0,Mailed Check,Yes,87651.2,41.0,"(0.051, 95.9]"
9307,45,7,No,94.41,40,Salary,Human Resources,Female,Married,9,13.0,Mailed Check,Yes,336372.8,84.0,"(0.051, 95.9]"
9308,52,6,No,89.16,40,Salary,Sales,Female,Single,4,18.0,Mailed Check,Yes,285452.8,64.0,"(0.051, 95.9]"
9309,31,4,Yes,23.23,40,Salary,Human Resources,Female,Married,1,24.0,Mailed Check,Yes,48328.4,42.0,"(0.051, 95.9]"
9310,33,7,Yes,26.32,40,Salary,Sales,Male,Divorced,1,15.0,Direct Deposit,Yes,54745.6,23.0,"(0.051, 95.9]"
9311,44,16,No,34.42,40,Salary,Research,Male,Single,4,10.0,Mailed Check,Yes,71593.6,17.0,"(0.051, 95.9]"
9312,34,5,Yes,23.14,40,Salary,Marketing,Female,Married,3,15.0,Mailed Check,Yes,48131.2,93.0,"(0.051, 95.9]"
9313,50,11,No,76.38,40,Salary,Laboratory,Male,Divorced,4,17.0,Direct Deposit,Yes,158870.4,34.0,"(0.051, 95.9]"
9314,38,2,Yes,74.45,40,Salary,Research,Female,Divorced,2,15.0,Mailed Check,Yes,154856.0,71.0,"(0.051, 95.9]"
9315,39,4,Yes,32.61,40,Salary,Information Technology,Female,Married,8,24.0,Mailed Check,Yes,67828.8,73.0,"(0.051, 95.9]"
9316,37,2,Yes,97.57,40,Salary,Information Technology,Female,Single,6,8.0,Mailed Check,No,202945.6,72.0,"(0.051, 95.9]"
9317,51,13,No,74.08,40,Salary,Marketing,Female,Divorced,2,15.0,Mailed Check,Yes,154086.4,57.0,"(0.051, 95.9]"
9318,53,11,No,63.6,40,Salary,Research,Female,Single,9,15.0,Mailed Check,Yes,132288.0,42.0,"(0.051, 95.9]"
9319,38,9,Yes,30.09,40,Salary,Human Resources,Male,Married,3,16.0,Mailed Check,Yes,62587.2,85.0,"(0.051, 95.9]"
9320,50,6,No,63.9,40,Salary,Research,Female,Divorced,4,12.0,Mailed Check,Yes,132912.0,42.0,"(0.051, 95.9]"
9321,47,16,Yes,32.41,40,Salary,Research,Male,Married,4,15.0,Mailed Check,Yes,67412.8,61.0,"(0.051, 95.9]"
9322,36,7,Yes,56.9,40,Salary,Laboratory,Female,Married,2,16.0,Mailed Check,Yes,128352.0,49.0,"(0.051, 95.9]"
9323,57,8,No,79.73,40,Salary,Sales,Female,Divorced,4,11.0,Mailed Check,Yes,165838.4,34.0,"(0.051, 95.9]"
9324,42,3,No,67.46,40,Salary,Manufacturing,Female,Divorced,2,25.0,Direct Deposit,Yes,140316.8,15.0,"(0.051, 95.9]"
9325,36,9,Yes,94.77,40,Salary,Human Resources,Female,Married,1,23.0,Direct Deposit,Yes,337121.6,38.0,"(0.051, 95.9]"
9326,45,15,Yes,35.7,40,Salary,Healthcare,Female,Divorced,4,15.0,Mailed Check,Yes,74256.0,10.0,"(0.051, 95.9]"
9327,57,10,No,33.89,40,Salary,Laboratory,Male,Single,7,13.0,Mailed Check,Yes,41371.2,22.0,"(0.051, 95.9]"
9328,32,4,Yes,24.28,40,Salary,Research,Male,Single,1,11.0,Mailed Check,Yes,50294.4,5.0,"(0.051, 95.9]"
9329,55,16,No,52.42,40,Salary,Marketing,Male,Divorced,7,9.0,Direct Deposit,Yes,109033.6,7.0,"(0.051, 95.9]"
9330,35,10,No,23.25,40,Salary,Laboratory,Male,Divorced,3,22.0,Mailed Check,Yes,48360.0,64.0,"(0.051, 95.9]"
9331,60,14,Yes,53.07,40,Salary,Healthcare,Female,Married,6,11.0,Direct Deposit,Yes,110385.6,42.0,"(0.051, 95.9]"
9332,61,18,Yes,84.29,40,Salary,Human Resources,Female,Single,1,15.0,Mailed Check,Yes,175323.2,55.0,"(0.051, 95.9]"
9333,21,1,Yes,17.65,40,Salary,Research,Male,Single,3,11.0,Mailed Check,Yes,36712.0,59.0,"(0.051, 95.9]"
9334,21,1,Yes,21.66,40,Salary,Human Resources,Female,Married,3,18.0,Direct Deposit,Yes,45052.8,33.0,"(0.051, 95.9]"
9335,55,14,Yes,31.99,40,Salary,Research,Male,Married,9,7.0,Mailed Check,Yes,66539.2,74.0,"(0.051, 95.9]"
9336,36,10,No,78.33,40,Salary,Sales,Male,Married,5,14.0,Mailed Check,Yes,162926.4,14.0,"(0.051, 95.9]"
9337,39,2,No,44.45,40,Salary,Human Resources,Male,Divorced,7,15.0,Mailed Check,Yes,92456.0,42.0,"(0.051, 95.9]"
9338,42,7,Yes,44.26,40,Salary,Healthcare,Female,Single,4,14.0,Mailed Check,Yes,92060.8,9.0,"(0.051, 95.9]"
9339,52,14,No,33.84,40,Salary,Healthcare,Female,Single,7,10.0,Mailed Check,Yes,70387.2,88.0,"(0.051, 95.9]"
9340,48,6,Yes,47.96,40,Salary,Sales,Female,Divorced,3,22.0,Mailed Check,Yes,99756.8,89.0,"(0.051, 95.9]"
9341,30,3,No,24.63,40,Salary,Sales,Female,Single,2,10.0,Mailed Check,Yes,51230.4,33.0,"(0.051, 95.9]"
9342,38,9,No,29.82,40,Salary,Information Technology,Female,Single,4,21.0,Mailed Check,Yes,62025.6,88.0,"(0.051, 95.9]"
9343,56,10,No,51.38,40,Salary,Information Technology,Female,Single,6,9.0,Mailed Check,Yes,106870.4,3.0,"(0.051, 95.9]"
9344,51,15,No,31.73,40,Salary,Research,Male,Divorced,2,20.0,Mailed Check,Yes,65998.4,20.0,"(0.051, 95.9]"
9345,58,20,No,86.71,40,Salary,Manufacturing,Female,Married,9,13.0,Mailed Check,Yes,280356.8,42.0,"(0.051, 95.9]"
9346,32,9,No,29.43,40,Salary,Sales,Female,Married,2,15.0,Mailed Check,Yes,61214.4,55.0,"(0.051, 95.9]"
9347,38,5,Yes,47.2,40,Salary,Information Technology,Female,Divorced,4,6.0,Direct Deposit,Yes,98176.0,42.0,"(0.051, 95.9]"
9348,53,10,Yes,75.4,40,Salary,Human Resources,Female,Married,4,15.0,Mailed Check,Yes,156832.0,47.0,"(0.051, 95.9]"
9349,34,4,No,28.97,40,Salary,Research,Male,Divorced,2,8.0,Mailed Check,Yes,60257.6,41.0,"(0.051, 95.9]"
9350,32,9,Yes,30.87,40,Salary,Human Resources,Female,Divorced,2,15.0,Mailed Check,Yes,64209.6,38.0,"(0.051, 95.9]"
9351,42,1,Yes,89.3,40,Salary,Sales,Female,Married,5,6.0,Mailed Check,Yes,285744.0,74.0,"(0.051, 95.9]"
9352,42,2,No,49.03,40,Salary,Research,Male,Single,2,12.0,Mailed Check,Yes,103382.4,65.0,"(0.051, 95.9]"
9353,35,6,Yes,24.45,40,Salary,Laboratory,Male,Married,5,15.0,Mailed Check,Yes,50856.0,42.0,"(0.051, 95.9]"
9354,36,6,No,27.07,40,Salary,Manufacturing,Male,Divorced,2,21.0,Mailed Check,Yes,56305.6,47.0,"(0.051, 95.9]"
9355,34,3,No,28.34,40,Salary,Healthcare,Male,Married,5,10.0,Direct Deposit,Yes,58947.2,49.0,"(0.051, 95.9]"
9356,60,13,Yes,77.5,40,Salary,Marketing,Female,Single,4,22.0,Mailed Check,Yes,161200.0,30.0,"(0.051, 95.9]"
9357,31,10,No,27.23,40,Salary,Sales,Male,Married,2,15.0,Mailed Check,Yes,56638.4,22.0,"(0.051, 95.9]"
9358,57,5,No,87.42,40,Salary,Sales,Female,Married,9,5.0,Mailed Check,Yes,282833.6,72.0,"(0.051, 95.9]"
9359,53,12,Yes,64.03,40,Salary,Manufacturing,Female,Divorced,3,24.0,Mailed Check,Yes,133282.4,49.0,"(0.051, 95.9]"
9360,61,14,Yes,72.88,40,Salary,Sales,Female,Single,6,11.0,Direct Deposit,Yes,151590.4,42.0,"(0.051, 95.9]"
9361,38,4,No,98.01,40,Salary,Marketing,Female,Single,6,21.0,Mailed Check,No,203860.8,38.0,"(0.051, 95.9]"
9362,58,5,No,46.82,40,Salary,Marketing,Female,Divorced,4,8.0,Mailed Check,Yes,97385.6,33.0,"(0.051, 95.9]"
9363,41,1,Yes,92.4,40,Salary,Information Technology,Male,Married,7,6.0,Mailed Check,Yes,332332.0,42.0,"(0.051, 95.9]"
9364,47,7,Yes,40.3,40,Salary,Manufacturing,Male,Married,2,19.0,Mailed Check,Yes,83824.0,42.0,"(0.051, 95.9]"
9365,37,7,No,83.08,40,Salary,Research,Female,Married,5,21.0,Direct Deposit,Yes,172806.4,12.0,"(0.051, 95.9]"
9366,46,15,Yes,33.06,40,Salary,Research,Male,Single,6,19.0,Mailed Check,Yes,68764.8,66.0,"(0.051, 95.9]"
9367,44,17,Yes,33.53,40,Salary,Information Technology,Male,Divorced,4,9.0,Mailed Check,Yes,69742.4,42.0,"(0.051, 95.9]"
9368,36,3,No,29.78,40,Salary,Sales,Male,Married,6,14.0,Mailed Check,Yes,63342.4,11.0,"(0.051, 95.9]"
9369,46,17,Yes,93.0,40,Salary,Laboratory,Female,Single,9,15.0,Mailed Check,Yes,333440.0,79.0,"(0.051, 95.9]"
9370,49,19,No,34.82,40,Salary,Human Resources,Female,Single,3,13.0,Direct Deposit,Yes,72425.6,43.0,"(0.051, 95.9]"
9371,57,10,Yes,55.86,40,Salary,Information Technology,Male,Divorced,7,7.0,Direct Deposit,Yes,116288.8,5.0,"(0.051, 95.9]"
9372,48,11,Yes,31.32,40,Salary,Laboratory,Female,Single,5,11.0,Direct Deposit,Yes,65145.6,85.0,"(0.051, 95.9]"
9373,45,15,No,81.32,40,Salary,Sales,Female,Divorced,1,21.0,Mailed Check,Yes,169145.6,15.0,"(0.051, 95.9]"
9374,24,1,No,21.22,40,Salary,Human Resources,Female,Single,1,20.0,Mailed Check,Yes,44137.6,79.0,"(0.051, 95.9]"
9375,59,17,Yes,54.41,40,Salary,Marketing,Female,Divorced,4,14.0,Mailed Check,Yes,113172.8,27.0,"(0.051, 95.9]"
9376,26,3,No,21.58,40,Salary,Research,Male,Married,1,15.0,Mailed Check,Yes,3886.4,42.0,"(0.051, 95.9]"
9377,37,1,Yes,46.61,40,Salary,Research,Male,Single,5,11.0,Direct Deposit,Yes,96948.8,47.0,"(0.051, 95.9]"
9378,46,13,No,34.42,40,Salary,Laboratory,Male,Divorced,7,21.0,Mailed Check,Yes,71593.6,49.0,"(0.051, 95.9]"
9379,57,9,Yes,66.28,40,Salary,Laboratory,Female,Divorced,8,25.0,Mailed Check,Yes,137654.4,42.0,"(0.051, 95.9]"
9380,36,2,Yes,46.75,40,Salary,Human Resources,Female,Married,1,11.0,Mailed Check,Yes,97240.0,42.0,"(0.051, 95.9]"
9381,44,20,Yes,33.52,40,Salary,Marketing,Male,Married,4,17.0,Mailed Check,Yes,69721.6,40.0,"(0.051, 95.9]"
9382,24,1,Yes,21.16,40,Salary,Manufacturing,Female,Single,2,15.0,Direct Deposit,Yes,44012.8,42.0,"(0.051, 95.9]"
9383,53,15,Yes,50.0,40,Salary,Manufacturing,Female,Divorced,4,6.0,Direct Deposit,Yes,104000.0,99.0,"(95.9, 190.8]"
9384,54,19,No,83.27,40,Salary,Sales,Female,Single,5,15.0,Mailed Check,Yes,173201.6,86.0,"(0.051, 95.9]"
9385,39,2,Yes,28.64,40,Salary,Research,Male,Married,4,15.0,Mailed Check,Yes,59571.2,14.0,"(0.051, 95.9]"
9386,35,6,No,27.16,40,Salary,Healthcare,Male,Married,2,15.0,Direct Deposit,Yes,56492.8,42.0,"(0.051, 95.9]"
9387,39,4,Yes,68.81,40,Salary,Marketing,Female,Married,5,16.0,Mailed Check,Yes,143124.8,6.0,"(0.051, 95.9]"
9388,55,12,Yes,31.28,40,Salary,Research,Male,Divorced,1,16.0,Mailed Check,Yes,65062.4,9.0,"(0.051, 95.9]"
9389,28,5,No,24.45,40,Salary,Research,Male,Single,1,10.0,Mailed Check,Yes,50856.0,78.0,"(0.051, 95.9]"
9390,43,9,No,32.52,40,Salary,Information Technology,Male,Divorced,9,20.0,Mailed Check,Yes,67641.6,24.0,"(0.051, 95.9]"
9391,41,2,No,74.05,40,Salary,Research,Female,Married,4,10.0,Mailed Check,Yes,154024.0,42.0,"(0.051, 95.9]"
9392,51,13,Yes,32.1,40,Salary,Healthcare,Male,Married,2,18.0,Mailed Check,Yes,66768.0,42.0,"(0.051, 95.9]"
9393,43,12,Yes,60.72,40,Salary,Marketing,Female,Married,8,17.0,Mailed Check,Yes,126297.6,57.0,"(0.051, 95.9]"
9394,39,4,No,78.43,40,Salary,Sales,Male,Divorced,8,8.0,Mailed Check,Yes,163134.4,40.0,"(0.051, 95.9]"
9395,37,1,No,32.02,40,Salary,Marketing,Female,Divorced,1,21.0,Mailed Check,Yes,66601.6,10.0,"(0.051, 95.9]"
9396,42,1,Yes,52.43,40,Salary,Sales,Male,Divorced,2,13.0,Mailed Check,Yes,109054.4,42.0,"(0.051, 95.9]"
9397,60,15,No,33.3,40,Salary,Research,Male,Divorced,4,20.0,Mailed Check,Yes,69264.0,42.0,"(0.051, 95.9]"
9398,38,3,Yes,48.93,40,Salary,Laboratory,Female,Single,3,15.0,Mailed Check,Yes,101774.4,48.0,"(0.051, 95.9]"
9399,56,13,No,33.73,40,Salary,Sales,Female,Divorced,9,16.0,Mailed Check,Yes,70158.4,71.0,"(0.051, 95.9]"
9400,34,2,No,26.4,40,Salary,Sales,Female,Divorced,5,15.0,Mailed Check,Yes,54912.0,45.0,"(0.051, 95.9]"
9401,37,2,No,41.29,40,Salary,Human Resources,Female,Divorced,3,14.0,Mailed Check,Yes,85883.2,86.0,"(0.051, 95.9]"
9402,21,1,No,17.53,40,Salary,Sales,Female,Single,3,7.0,Mailed Check,Yes,36462.4,93.0,"(0.051, 95.9]"
9403,43,5,No,50.52,40,Salary,Sales,Male,Divorced,4,14.0,Mailed Check,Yes,105081.6,45.0,"(0.051, 95.9]"
9404,57,15,No,48.76,40,Salary,Sales,Male,Single,8,15.0,Mailed Check,Yes,101420.8,63.0,"(0.051, 95.9]"
9405,34,6,Yes,23.72,40,Salary,Manufacturing,Male,Single,6,25.0,Direct Deposit,Yes,49337.6,49.0,"(0.051, 95.9]"
9406,53,15,Yes,77.14,40,Salary,Sales,Female,Divorced,4,8.0,Direct Deposit,Yes,160451.2,42.0,"(0.051, 95.9]"
9407,42,10,Yes,87.71,40,Salary,Human Resources,Female,Single,2,17.0,Mailed Check,Yes,282436.8,72.0,"(0.051, 95.9]"
9408,40,10,Yes,26.97,40,Salary,Research,Male,Divorced,7,14.0,Mailed Check,Yes,56097.6,85.0,"(0.051, 95.9]"
9409,42,5,No,52.0,40,Salary,Sales,Female,Married,1,8.0,Mailed Check,Yes,108160.0,56.0,"(0.051, 95.9]"
9410,50,6,Yes,96.97,40,Salary,Information Technology,Female,Divorced,2,11.0,Mailed Check,Yes,201697.6,42.0,"(0.051, 95.9]"
9411,37,8,No,33.09,40,Salary,Research,Male,Single,4,16.0,Mailed Check,Yes,39707.2,10.0,"(0.051, 95.9]"
9412,22,1,No,21.88,40,Salary,Laboratory,Male,Married,3,15.0,Mailed Check,Yes,45510.4,51.0,"(0.051, 95.9]"
9413,22,1,Yes,21.53,40,Salary,Manufacturing,Female,Married,3,15.0,Mailed Check,Yes,44782.4,26.0,"(0.051, 95.9]"
9414,61,14,Yes,79.42,40,Salary,Sales,Female,Married,3,6.0,Mailed Check,Yes,165333.6,79.0,"(0.051, 95.9]"
9415,53,5,No,70.76,40,Salary,Sales,Female,Divorced,4,6.0,Direct Deposit,Yes,147280.8,83.0,"(0.051, 95.9]"
9416,46,11,No,47.95,40,Salary,Research,Female,Married,4,11.0,Mailed Check,Yes,99736.0,84.0,"(0.051, 95.9]"
9417,43,16,No,64.9,40,Salary,Sales,Female,Divorced,4,15.0,Mailed Check,Yes,134992.0,61.0,"(0.051, 95.9]"
9418,27,4,No,22.43,40,Salary,Research,Male,Married,1,10.0,Mailed Check,Yes,46654.4,3.0,"(0.051, 95.9]"
9419,46,14,No,81.7,40,Salary,Sales,Male,Married,4,6.0,Mailed Check,Yes,169936.0,6.0,"(0.051, 95.9]"
9420,52,14,No,93.68,40,Salary,Manufacturing,Female,Single,9,15.0,Mailed Check,Yes,334854.4,56.0,"(0.051, 95.9]"
9421,37,7,No,26.67,40,Salary,Marketing,Male,Divorced,3,16.0,Mailed Check,Yes,55473.6,42.0,"(0.051, 95.9]"
9422,33,1,No,27.29,40,Salary,Manufacturing,Female,Divorced,2,15.0,Mailed Check,Yes,56763.2,82.0,"(0.051, 95.9]"
9423,55,9,No,88.04,40,Salary,Research,Female,Single,3,22.0,Mailed Check,Yes,283123.2,68.0,"(0.051, 95.9]"
9424,54,19,No,94.48,40,Salary,Healthcare,Female,Divorced,5,21.0,Mailed Check,Yes,336528.4,7.0,"(0.051, 95.9]"
9425,21,1,No,20.71,40,Salary,Healthcare,Male,Married,3,15.0,Mailed Check,Yes,43076.8,33.0,"(0.051, 95.9]"
9426,36,3,No,43.5,40,Salary,Manufacturing,Female,Single,6,15.0,Direct Deposit,Yes,90480.0,74.0,"(0.051, 95.9]"
9427,41,7,Yes,65.36,40,Salary,Manufacturing,Male,Married,4,13.0,Direct Deposit,Yes,135948.8,16.0,"(0.051, 95.9]"
9428,60,12,Yes,69.36,40,Salary,Healthcare,Female,Married,5,5.0,Mailed Check,Yes,144268.8,60.0,"(0.051, 95.9]"
9429,57,19,No,94.28,40,Salary,Sales,Female,Divorced,9,8.0,Direct Deposit,Yes,335894.4,42.0,"(0.051, 95.9]"
9430,30,4,No,30.59,40,Salary,Sales,Female,Married,3,18.0,Mailed Check,Yes,63627.2,27.0,"(0.051, 95.9]"
9431,51,6,No,45.68,40,Salary,Information Technology,Male,Divorced,4,15.0,Mailed Check,Yes,95014.4,46.0,"(0.051, 95.9]"
9432,31,5,Yes,28.44,40,Salary,Laboratory,Male,Single,3,15.0,Mailed Check,Yes,59155.2,97.0,"(95.9, 190.8]"
9433,57,20,No,73.88,40,Salary,Human Resources,Male,Married,4,23.0,Direct Deposit,Yes,153670.4,42.0,"(0.051, 95.9]"
9434,33,1,No,29.76,40,Salary,Human Resources,Female,Single,5,15.0,Direct Deposit,Yes,63300.8,42.0,"(0.051, 95.9]"
9435,37,5,No,49.82,40,Salary,Human Resources,Male,Married,2,11.0,Mailed Check,Yes,103625.6,98.0,"(95.9, 190.8]"
9436,39,5,No,29.15,40,Salary,Laboratory,Male,Divorced,4,7.0,Mailed Check,Yes,60632.0,77.0,"(0.051, 95.9]"
9437,61,13,No,78.62,40,Salary,Healthcare,Female,Divorced,3,6.0,Mailed Check,Yes,163529.6,25.0,"(0.051, 95.9]"
9438,22,1,No,22.04,40,Salary,Research,Male,Single,2,14.0,Mailed Check,Yes,45843.2,88.0,"(0.051, 95.9]"
9439,48,9,Yes,73.2,40,Salary,Sales,Male,Single,6,5.0,Mailed Check,Yes,152256.0,58.0,"(0.051, 95.9]"
9440,37,4,Yes,60.79,40,Salary,Sales,Male,Single,3,15.0,Mailed Check,Yes,126443.2,3.0,"(0.051, 95.9]"
9441,47,17,No,91.37,40,Salary,Manufacturing,Male,Married,7,6.0,Mailed Check,Yes,330049.6,21.0,"(0.051, 95.9]"
9442,24,1,No,21.32,40,Salary,Sales,Male,Married,2,25.0,Direct Deposit,Yes,44345.6,22.0,"(0.051, 95.9]"
9443,61,19,No,48.56,40,Salary,Human Resources,Male,Divorced,3,15.0,Mailed Check,Yes,101004.8,83.0,"(0.051, 95.9]"
9444,53,6,No,33.8,40,Salary,Manufacturing,Male,Married,8,23.0,Mailed Check,Yes,70304.0,53.0,"(0.051, 95.9]"
9445,38,9,Yes,28.79,40,Salary,Information Technology,Male,Single,6,9.0,Mailed Check,Yes,39083.2,96.0,"(95.9, 190.8]"
9446,55,19,No,68.0,40,Salary,Information Technology,Female,Divorced,4,15.0,Direct Deposit,Yes,141440.0,93.0,"(0.051, 95.9]"
9447,35,5,Yes,27.09,40,Salary,Research,Male,Married,1,15.0,Mailed Check,Yes,56347.2,84.0,"(0.051, 95.9]"
9448,60,10,No,33.78,40,Salary,Manufacturing,Male,Divorced,9,23.0,Mailed Check,Yes,41142.4,75.0,"(0.051, 95.9]"
9449,61,19,No,50.5,40,Salary,Marketing,Male,Married,2,21.0,Mailed Check,Yes,105040.0,14.0,"(0.051, 95.9]"
9450,38,5,Yes,32.11,40,Salary,Sales,Female,Divorced,2,22.0,Direct Deposit,Yes,66788.8,16.0,"(0.051, 95.9]"
9451,49,14,No,90.17,40,Salary,Laboratory,Female,Single,9,15.0,Mailed Check,Yes,287553.6,90.0,"(0.051, 95.9]"
9452,35,9,No,30.69,40,Salary,Sales,Female,Divorced,5,8.0,Mailed Check,Yes,63835.2,6.0,"(0.051, 95.9]"
9453,27,4,Yes,17.98,40,Salary,Sales,Male,Divorced,2,5.0,Mailed Check,Yes,37398.4,21.0,"(0.051, 95.9]"
9454,60,17,No,97.48,40,Salary,Marketing,Female,Divorced,4,17.0,Direct Deposit,Yes,202758.4,42.0,"(0.051, 95.9]"
9455,52,5,No,86.53,40,Salary,Information Technology,Male,Single,9,15.0,Mailed Check,Yes,179982.4,77.0,"(0.051, 95.9]"
9456,30,9,No,24.73,40,Salary,Information Technology,Female,Married,3,15.0,Mailed Check,Yes,51438.4,39.0,"(0.051, 95.9]"
9457,53,5,No,74.28,40,Salary,Marketing,Female,Divorced,1,5.0,Mailed Check,Yes,154502.4,76.0,"(0.051, 95.9]"
9458,59,20,No,33.86,40,Salary,Laboratory,Female,Married,4,15.0,Direct Deposit,Yes,41308.8,42.0,"(0.051, 95.9]"
9459,25,3,Yes,22.62,40,Salary,Healthcare,Female,Married,3,9.0,Direct Deposit,Yes,47049.6,9.0,"(0.051, 95.9]"
9460,50,17,No,97.75,40,Salary,Information Technology,Male,Divorced,9,16.0,Direct Deposit,Yes,203320.0,10.0,"(0.051, 95.9]"
9461,30,1,Yes,24.66,40,Salary,Sales,Female,Divorced,3,21.0,Direct Deposit,Yes,51292.8,42.0,"(0.051, 95.9]"
9462,57,9,No,46.99,40,Salary,Sales,Male,Single,3,21.0,Direct Deposit,Yes,97739.2,42.0,"(0.051, 95.9]"
9463,55,14,Yes,60.25,40,Salary,Manufacturing,Male,Married,8,20.0,Mailed Check,Yes,125320.0,42.0,"(0.051, 95.9]"
9464,25,3,No,20.59,40,Salary,Information Technology,Male,Married,1,8.0,Mailed Check,Yes,42827.2,87.0,"(0.051, 95.9]"
9465,30,1,No,29.7,40,Salary,Manufacturing,Female,Divorced,3,15.0,Mailed Check,Yes,61776.0,16.0,"(0.051, 95.9]"
9466,61,10,No,94.4,40,Salary,Research,Male,Married,2,20.0,Mailed Check,Yes,336352.0,57.0,"(0.051, 95.9]"
9467,46,11,No,60.62,40,Salary,Sales,Male,Married,4,15.0,Direct Deposit,Yes,126089.6,67.0,"(0.051, 95.9]"
9468,59,12,Yes,63.26,40,Salary,Laboratory,Female,Divorced,4,25.0,Mailed Check,Yes,131580.8,16.0,"(0.051, 95.9]"
9469,28,2,No,23.02,40,Salary,Research,Female,Single,3,14.0,Mailed Check,Yes,47881.6,54.0,"(0.051, 95.9]"
9470,22,1,Yes,20.35,40,Salary,Sales,Male,Married,1,24.0,Mailed Check,Yes,42328.0,38.0,"(0.051, 95.9]"
9471,48,14,Yes,71.8,40,Salary,Research,Female,Married,6,13.0,Mailed Check,Yes,149344.0,71.0,"(0.051, 95.9]"
9472,57,15,No,86.53,40,Salary,Research,Female,Married,2,5.0,Mailed Check,Yes,179982.4,41.0,"(0.051, 95.9]"
9473,39,6,No,73.44,40,Salary,Manufacturing,Female,Married,8,17.0,Mailed Check,Yes,152755.2,2.0,"(0.051, 95.9]"
9474,33,1,No,28.95,40,Salary,Research,Male,Married,5,20.0,Direct Deposit,Yes,60216.0,35.0,"(0.051, 95.9]"
9475,60,17,No,95.31,40,Salary,Sales,Female,Divorced,1,25.0,Mailed Check,Yes,338244.8,69.0,"(0.051, 95.9]"
9476,31,10,Yes,28.84,40,Salary,Information Technology,Female,Divorced,3,11.0,Mailed Check,Yes,59987.2,42.0,"(0.051, 95.9]"
9477,60,10,No,71.61,40,Salary,Human Resources,Female,Divorced,7,22.0,Mailed Check,Yes,148948.8,92.0,"(0.051, 95.9]"
9478,30,2,Yes,29.22,40,Salary,Healthcare,Female,Divorced,3,22.0,Mailed Check,Yes,60777.6,51.0,"(0.051, 95.9]"
9479,31,8,Yes,28.21,40,Salary,Marketing,Female,Divorced,1,7.0,Mailed Check,Yes,58676.8,8.0,"(0.051, 95.9]"
9480,45,17,No,45.95,40,Salary,Human Resources,Female,Divorced,4,10.0,Mailed Check,Yes,95576.0,94.0,"(0.051, 95.9]"
9481,57,19,No,58.02,40,Salary,Laboratory,Female,Divorced,9,13.0,Mailed Check,Yes,120681.6,80.0,"(0.051, 95.9]"
9482,50,20,Yes,55.8,40,Salary,Laboratory,Male,Divorced,7,12.0,Mailed Check,Yes,116064.0,97.0,"(95.9, 190.8]"
